7,1,3991
4,8,2553
8,6,5836
0,4,7263
2,5,8181
5,1,8136
5,3,4140
9,0,5128
8,7,3834
9,3,616
8,4,6540
9,6,1400
7,5,8670
9,3,2833
7,9,107
3,1,64
0,7,163
6,5,4057
1,8,6732
4,7,6343
9,5,8027
9,9,3714
7,2,2184
4,4,301
3,3,7425
0,5,4152
6,2,1015
5,3,7317
9,6,4125
6,0,5022
2,6,9910
0,8,2630
3,8,9192
9,1,1164
5,6,4587
2,1,1509
8,1,1047
4,6,2000
0,6,4748
5,8,9386
9,2,9308
3,0,5430
2,0,3591
2,2,4708
8,2,8239
8,2,716
1,2,3506
0,4,4723
0,5,6676
9,6,6095
6,3,7195
0,8,4889
7,8,2398
3,0,2564
3,4,19
0,1,3317
7,5,1865
5,2,9820
6,1,7467
0,9,3893
9,2,4892
2,1,6800
4,4,9962
0,6,2078
3,3,1028
6,2,3436
0,4,2413
9,6,7954
2,5,9958
9,8,7923
4,4,869
3,1,6406
9,2,3556
8,5,7847
9,6,903
6,7,422
7,2,8664
5,5,8715
1,2,213
5,2,3200
3,7,9910
6,0,1072
9,9,1635
1,1,1392
7,7,9539
5,3,1936
0,8,7548
4,4,2598
6,6,7276
1,5,4962
4,5,2923
3,9,5529
2,0,5225
0,0,3507
9,1,382
8,8,6030
4,3,1160
8,1,6917
8,6,2637
4,3,3635
2,6,3901
7,1,1999
5,5,6562
7,4,7546
4,8,8126
5,8,7384
8,2,7129
3,4,9147
6,5,8548
6,1,4746
9,9,7071
9,6,8594
8,4,9510
1,9,9607
0,5,5215
2,7,7097
4,5,7271
5,0,8546
2,8,8575
3,0,1707
6,7,8999
5,4,7798
1,0,1651
4,9,1726
5,9,2704
4,4,8771
5,6,3056
6,1,7954
6,6,7278
0,3,4466
2,8,9705
3,3,2355
4,0,3193
6,3,7935
3,8,4063
1,8,1088
4,6,5158
7,5,9381
4,0,8105
9,7,7039
8,7,5120
9,6,1555
1,8,268
5,4,1431
3,8,5662
5,6,3217
2,2,8924
9,8,4656
0,9,9910
7,2,1335
5,5,7961
1,9,4561
0,8,7623
8,8,7571
3,6,8366
7,4,7439
2,4,2220
6,5,8124
0,9,8395
7,3,2470
5,0,7459
6,0,8448
6,9,2875
8,6,95
8,3,229
8,1,7535
0,6,5384
3,6,7974
9,7,5816
6,4,538
8,8,3571
7,9,4637
2,9,6695
9,4,8771
1,4,664
1,0,8953
3,5,1691
5,4,6890
6,1,7734
4,5,2528
1,1,4731
1,2,1402
5,8,1733
9,5,8485
2,5,4998
7,7,8918
3,2,2857
9,1,8584
4,9,105
3,5,11
7,5,4124
0,3,5190
4,9,6292
3,4,8939
3,8,7232
4,3,114
0,3,7902
9,5,5707
6,1,3658
2,2,4022
2,6,1200
5,5,4770
0,0,402
1,9,9937
4,6,7542
2,1,8359
3,9,6048
6,3,6405
2,2,5626
5,0,5582
1,6,4601
4,3,5333
4,8,595
9,5,3798
0,0,6031
8,1,145
2,4,3970
7,0,5642
3,3,1968
6,4,9926
0,0,8676
8,1,7531
3,5,9261
3,7,6206
0,4,5547
0,3,3998
5,7,436
3,2,4856
8,1,3039
5,6,8863
1,3,2400
0,3,5885
6,9,1594
1,6,8506
4,2,660
9,3,8344
0,5,6713
2,2,7194
8,4,4158
3,9,9160
4,5,7157
6,4,104
6,4,1745
9,0,3740
8,7,1625
2,4,9913
2,6,5764
6,3,2418
9,0,6085
6,8,6540
0,7,4543
4,0,8933
4,7,313
5,8,1927
4,2,2428
3,2,6474
3,6,2981
6,6,6662
1,5,8674
7,9,4030
1,6,4805
5,5,8664
9,5,8166
7,1,5255
1,8,4674
7,2,5357
2,1,7091
6,0,381
3,8,6443
7,8,4120
8,6,1697
4,8,7772
5,6,3833
3,8,9765
4,3,8585
0,9,560
9,8,5753
4,0,3470
7,7,1279
6,5,2244
7,8,7613
5,1,7112
6,3,5617
2,6,128
8,8,5603
9,6,1277
3,9,1701
3,4,4197
9,0,271
0,4,9535
3,4,248
8,6,303
1,9,5291
1,4,6576
6,7,2072
8,1,5856
0,7,1924
6,9,1049
0,7,3324
8,8,1004
6,6,6408
5,7,8589
0,6,9506
0,6,366
9,8,9683
3,5,2512
2,9,3566
7,5,8957
1,8,4673
1,4,5362
9,0,156
9,6,483
5,9,5428
5,8,5082
4,3,5459
8,2,1891
5,1,7375
7,5,105
2,7,6898
7,0,4109
7,8,6243
6,8,5972
0,8,1872
9,3,2936
7,4,606
7,7,7301
4,9,9171
0,5,9636
7,2,3196
8,0,8791
1,0,1642
1,6,6546
5,2,5661
2,3,1077
2,3,4815
8,5,7818
7,5,3197
3,1,3590
0,4,6028
8,6,9568
5,4,1482
5,7,6687
4,1,1479
9,5,8986
6,1,2024
9,0,8157
4,1,7729
8,3,1050
6,2,552
5,1,2309
0,0,5313
2,6,396
1,6,7487
9,7,4402
7,0,6262
7,2,2804
6,8,1450
5,6,3010
0,0,3986
1,8,334
4,8,9350
6,0,5734
8,0,2619
8,2,2315
7,0,5958
6,5,5084
5,4,4931
2,0,7211
0,7,5045
0,3,1827
9,5,4799
1,8,3508
8,4,563
4,0,8738
0,1,8061
4,2,9671
0,2,5924
4,7,9374
8,3,2615
3,5,7906
1,1,3435
0,3,8670
1,7,3517
7,1,1583
